Year,Geo Level,State,County,Data Item,Value
2001,COUNTY,MINNESOTA,ROCK,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","15,184,000"
2001,COUNTY,MINNESOTA,ROCK,"CORN, SILAGE - ACRES HARVESTED","4,200"
2000,COUNTY,MINNESOTA,COTTONWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","24,052,600"
2000,COUNTY,MINNESOTA,COTTONWOOD,"CORN, SILAGE - ACRES HARVESTED","5,400"
2000,COUNTY,MINNESOTA,JACKSON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","25,997,400"
2000,COUNTY,MINNESOTA,JACKSON,"CORN, SILAGE - ACRES HARVESTED","2,300"
2000,COUNTY,MINNESOTA,LINCOLN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","11,881,800"
2000,COUNTY,MINNESOTA,LINCOLN,"CORN, SILAGE - ACRES HARVESTED","5,900"
2000,COUNTY,MINNESOTA,LYON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","24,206,000"
2000,COUNTY,MINNESOTA,LYON,"CORN, SILAGE - ACRES HARVESTED","5,700"
2000,COUNTY,MINNESOTA,MURRAY,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","24,206,000"
2000,COUNTY,MINNESOTA,MURRAY,"CORN, SILAGE - ACRES HARVESTED","6,900"
2000,COUNTY,MINNESOTA,NOBLES,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","26,898,300"
2000,COUNTY,MINNESOTA,NOBLES,"CORN, SILAGE - ACRES HARVESTED","6,600"
2000,COUNTY,MINNESOTA,PIPESTONE,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","12,536,700"
2000,COUNTY,MINNESOTA,PIPESTONE,"CORN, SILAGE - ACRES HARVESTED","7,400"
2000,COUNTY,MINNESOTA,REDWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","34,321,600"
2000,COUNTY,MINNESOTA,REDWOOD,"CORN, SILAGE - ACRES HARVESTED","3,900"
2000,COUNTY,MINNESOTA,ROCK,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","19,718,400"
2000,COUNTY,MINNESOTA,ROCK,"CORN, SILAGE - ACRES HARVESTED","4,600"
1999,COUNTY,MINNESOTA,COTTONWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","26,377,200"
1999,COUNTY,MINNESOTA,COTTONWOOD,"CORN, SILAGE - ACRES HARVESTED","2,200"
1999,COUNTY,MINNESOTA,JACKSON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","26,610,400"
1999,COUNTY,MINNESOTA,JACKSON,"CORN, SILAGE - ACRES HARVESTED","1,000"
1999,COUNTY,MINNESOTA,LINCOLN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","11,200,500"
1999,COUNTY,MINNESOTA,LINCOLN,"CORN, SILAGE - ACRES HARVESTED","4,000"
1999,COUNTY,MINNESOTA,LYON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","24,336,000"
1999,COUNTY,MINNESOTA,LYON,"CORN, SILAGE - ACRES HARVESTED","6,000"
1999,COUNTY,MINNESOTA,MURRAY,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","25,300,200"
1999,COUNTY,MINNESOTA,MURRAY,"CORN, SILAGE - ACRES HARVESTED","5,500"
1999,COUNTY,MINNESOTA,NOBLES,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","27,341,600"
1999,COUNTY,MINNESOTA,NOBLES,"CORN, SILAGE - ACRES HARVESTED","6,100"
1999,COUNTY,MINNESOTA,PIPESTONE,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","11,920,500"
1999,COUNTY,MINNESOTA,PIPESTONE,"CORN, SILAGE - ACRES HARVESTED","4,200"
1999,COUNTY,MINNESOTA,REDWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","37,310,700"
1999,COUNTY,MINNESOTA,REDWOOD,"CORN, SILAGE - ACRES HARVESTED","3,200"
1999,COUNTY,MINNESOTA,ROCK,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","18,329,400"
1999,COUNTY,MINNESOTA,ROCK,"CORN, SILAGE - ACRES HARVESTED","4,700"
1998,COUNTY,MINNESOTA,COTTONWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","27,595,400"
1998,COUNTY,MINNESOTA,COTTONWOOD,"CORN, SILAGE - ACRES HARVESTED","2,400"
1998,COUNTY,MINNESOTA,JACKSON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","29,430,900"
1998,COUNTY,MINNESOTA,JACKSON,"CORN, SILAGE - ACRES HARVESTED","1,000"
1998,COUNTY,MINNESOTA,LINCOLN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","12,151,000"
1998,COUNTY,MINNESOTA,LINCOLN,"CORN, SILAGE - ACRES HARVESTED","6,400"
1998,COUNTY,MINNESOTA,LYON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","26,280,000"
1998,COUNTY,MINNESOTA,LYON,"CORN, SILAGE - ACRES HARVESTED","4,000"
1998,COUNTY,MINNESOTA,MURRAY,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","26,499,600"
1998,COUNTY,MINNESOTA,MURRAY,"CORN, SILAGE - ACRES HARVESTED","5,000"
1998,COUNTY,MINNESOTA,NOBLES,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","30,248,400"
1998,COUNTY,MINNESOTA,NOBLES,"CORN, SILAGE - ACRES HARVESTED","3,000"
1998,COUNTY,MINNESOTA,PIPESTONE,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","14,229,500"
1998,COUNTY,MINNESOTA,PIPESTONE,"CORN, SILAGE - ACRES HARVESTED","11,300"
1998,COUNTY,MINNESOTA,REDWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","34,154,400"
1998,COUNTY,MINNESOTA,REDWOOD,"CORN, SILAGE - ACRES HARVESTED","2,800"
1998,COUNTY,MINNESOTA,ROCK,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","19,230,000"
1998,COUNTY,MINNESOTA,ROCK,"CORN, SILAGE - ACRES HARVESTED","3,400"
1997,COUNTY,MINNESOTA,COTTONWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","20,709,000"
1997,COUNTY,MINNESOTA,COTTONWOOD,"CORN, SILAGE - ACRES HARVESTED","4,100"
1997,COUNTY,MINNESOTA,JACKSON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","22,208,000"
1997,COUNTY,MINNESOTA,JACKSON,"CORN, SILAGE - ACRES HARVESTED","2,700"
1997,COUNTY,MINNESOTA,LINCOLN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","7,474,000"
1997,COUNTY,MINNESOTA,LINCOLN,"CORN, SILAGE - ACRES HARVESTED","6,600"
1997,COUNTY,MINNESOTA,LYON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","18,910,000"
1997,COUNTY,MINNESOTA,LYON,"CORN, SILAGE - ACRES HARVESTED","5,800"
1997,COUNTY,MINNESOTA,MURRAY,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","18,526,500"
1997,COUNTY,MINNESOTA,MURRAY,"CORN, SILAGE - ACRES HARVESTED","5,900"
1997,COUNTY,MINNESOTA,NOBLES,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","21,329,400"
1997,COUNTY,MINNESOTA,NOBLES,"CORN, SILAGE - ACRES HARVESTED","6,600"
1997,COUNTY,MINNESOTA,PIPESTONE,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","9,465,700"
1997,COUNTY,MINNESOTA,PIPESTONE,"CORN, SILAGE - ACRES HARVESTED","7,500"
1997,COUNTY,MINNESOTA,REDWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","29,037,800"
1997,COUNTY,MINNESOTA,REDWOOD,"CORN, SILAGE - ACRES HARVESTED","2,900"
1997,COUNTY,MINNESOTA,ROCK,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","15,103,200"
1997,COUNTY,MINNESOTA,ROCK,"CORN, SILAGE - ACRES HARVESTED","4,500"
1996,COUNTY,MINNESOTA,COTTONWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","21,628,100"
1996,COUNTY,MINNESOTA,COTTONWOOD,"CORN, SILAGE - ACRES HARVESTED","6,200"
1996,COUNTY,MINNESOTA,JACKSON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","26,614,000"
1996,COUNTY,MINNESOTA,JACKSON,"CORN, SILAGE - ACRES HARVESTED","3,000"
1996,COUNTY,MINNESOTA,LINCOLN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","8,618,400"
1996,COUNTY,MINNESOTA,LINCOLN,"CORN, SILAGE - ACRES HARVESTED","6,500"
1996,COUNTY,MINNESOTA,LYON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","22,704,400"
1996,COUNTY,MINNESOTA,LYON,"CORN, SILAGE - ACRES HARVESTED","4,900"
1996,COUNTY,MINNESOTA,MURRAY,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","21,102,500"
1996,COUNTY,MINNESOTA,MURRAY,"CORN, SILAGE - ACRES HARVESTED","5,000"
1996,COUNTY,MINNESOTA,NOBLES,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","25,531,600"
1996,COUNTY,MINNESOTA,NOBLES,"CORN, SILAGE - ACRES HARVESTED","5,900"
1996,COUNTY,MINNESOTA,PIPESTONE,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","12,328,000"
1996,COUNTY,MINNESOTA,PIPESTONE,"CORN, SILAGE - ACRES HARVESTED","6,000"
1996,COUNTY,MINNESOTA,REDWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","31,770,300"
1996,COUNTY,MINNESOTA,REDWOOD,"CORN, SILAGE - ACRES HARVESTED","4,500"
1996,COUNTY,MINNESOTA,ROCK,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","17,149,200"
1996,COUNTY,MINNESOTA,ROCK,"CORN, SILAGE - ACRES HARVESTED","3,500"
1995,COUNTY,MINNESOTA,COTTONWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","17,128,800"
1995,COUNTY,MINNESOTA,COTTONWOOD,"CORN, SILAGE - ACRES HARVESTED","6,100"
1995,COUNTY,MINNESOTA,JACKSON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","20,085,900"
1995,COUNTY,MINNESOTA,JACKSON,"CORN, SILAGE - ACRES HARVESTED","5,700"
1995,COUNTY,MINNESOTA,LINCOLN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","6,777,100"
1995,COUNTY,MINNESOTA,LINCOLN,"CORN, SILAGE - ACRES HARVESTED","5,200"
1995,COUNTY,MINNESOTA,LYON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","16,502,600"
1995,COUNTY,MINNESOTA,LYON,"CORN, SILAGE - ACRES HARVESTED","6,500"
1995,COUNTY,MINNESOTA,MURRAY,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","16,616,700"
1995,COUNTY,MINNESOTA,MURRAY,"CORN, SILAGE - ACRES HARVESTED","6,400"
1995,COUNTY,MINNESOTA,NOBLES,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","20,470,000"
1995,COUNTY,MINNESOTA,NOBLES,"CORN, SILAGE - ACRES HARVESTED","4,400"
1995,COUNTY,MINNESOTA,PIPESTONE,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","9,370,400"
1995,COUNTY,MINNESOTA,PIPESTONE,"CORN, SILAGE - ACRES HARVESTED","5,000"
1995,COUNTY,MINNESOTA,REDWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","24,175,800"
1995,COUNTY,MINNESOTA,REDWOOD,"CORN, SILAGE - ACRES HARVESTED","6,100"
1995,COUNTY,MINNESOTA,ROCK,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","12,892,000"
1995,COUNTY,MINNESOTA,ROCK,"CORN, SILAGE - ACRES HARVESTED","5,000"
1994,COUNTY,MINNESOTA,COTTONWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","23,142,000"
1994,COUNTY,MINNESOTA,COTTONWOOD,"CORN, SILAGE - ACRES HARVESTED","3,500"
1994,COUNTY,MINNESOTA,JACKSON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","26,095,800"
1994,COUNTY,MINNESOTA,JACKSON,"CORN, SILAGE - ACRES HARVESTED","2,100"
1994,COUNTY,MINNESOTA,LINCOLN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","10,466,900"
1994,COUNTY,MINNESOTA,LINCOLN,"CORN, SILAGE - ACRES HARVESTED","8,300"
1994,COUNTY,MINNESOTA,LYON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","24,076,800"
1994,COUNTY,MINNESOTA,LYON,"CORN, SILAGE - ACRES HARVESTED","6,700"
1994,COUNTY,MINNESOTA,MURRAY,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","23,294,400"
1994,COUNTY,MINNESOTA,MURRAY,"CORN, SILAGE - ACRES HARVESTED","7,500"
1994,COUNTY,MINNESOTA,NOBLES,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","27,448,200"
1994,COUNTY,MINNESOTA,NOBLES,"CORN, SILAGE - ACRES HARVESTED","3,900"
1994,COUNTY,MINNESOTA,PIPESTONE,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","13,912,800"
1994,COUNTY,MINNESOTA,PIPESTONE,"CORN, SILAGE - ACRES HARVESTED","4,900"
1994,COUNTY,MINNESOTA,REDWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","33,015,000"
1994,COUNTY,MINNESOTA,REDWOOD,"CORN, SILAGE - ACRES HARVESTED","5,900"
1994,COUNTY,MINNESOTA,ROCK,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","18,504,000"
1994,COUNTY,MINNESOTA,ROCK,"CORN, SILAGE - ACRES HARVESTED","4,700"
1993,COUNTY,MINNESOTA,COTTONWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","5,404,000"
1993,COUNTY,MINNESOTA,COTTONWOOD,"CORN, SILAGE - ACRES HARVESTED","12,000"
1993,COUNTY,MINNESOTA,JACKSON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","5,544,900"
1993,COUNTY,MINNESOTA,JACKSON,"CORN, SILAGE - ACRES HARVESTED","6,100"
1993,COUNTY,MINNESOTA,LINCOLN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","864,000"
1993,COUNTY,MINNESOTA,LINCOLN,"CORN, SILAGE - ACRES HARVESTED","12,200"
1993,COUNTY,MINNESOTA,LYON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","8,066,200"
1993,COUNTY,MINNESOTA,LYON,"CORN, SILAGE - ACRES HARVESTED","12,400"
1993,COUNTY,MINNESOTA,MURRAY,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","2,601,500"
1993,COUNTY,MINNESOTA,MURRAY,"CORN, SILAGE - ACRES HARVESTED","12,600"
1993,COUNTY,MINNESOTA,NOBLES,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","2,541,300"
1993,COUNTY,MINNESOTA,NOBLES,"CORN, SILAGE - ACRES HARVESTED","10,800"
1993,COUNTY,MINNESOTA,PIPESTONE,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","1,980,000"
1993,COUNTY,MINNESOTA,PIPESTONE,"CORN, SILAGE - ACRES HARVESTED","11,600"
1993,COUNTY,MINNESOTA,REDWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","9,299,600"
1993,COUNTY,MINNESOTA,REDWOOD,"CORN, SILAGE - ACRES HARVESTED","11,200"
1993,COUNTY,MINNESOTA,ROCK,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","4,755,400"
1993,COUNTY,MINNESOTA,ROCK,"CORN, SILAGE - ACRES HARVESTED","9,600"
1992,COUNTY,MINNESOTA,COTTONWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","20,201,400"
1992,COUNTY,MINNESOTA,COTTONWOOD,"CORN, SILAGE - ACRES HARVESTED","4,700"
1992,COUNTY,MINNESOTA,JACKSON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","21,539,700"
1992,COUNTY,MINNESOTA,JACKSON,"CORN, SILAGE - ACRES HARVESTED","2,900"
1992,COUNTY,MINNESOTA,LINCOLN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","8,568,000"
1992,COUNTY,MINNESOTA,LINCOLN,"CORN, SILAGE - ACRES HARVESTED","6,900"
1992,COUNTY,MINNESOTA,LYON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","19,771,400"
1992,COUNTY,MINNESOTA,LYON,"CORN, SILAGE - ACRES HARVESTED","7,400"
1992,COUNTY,MINNESOTA,MURRAY,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","17,955,700"
1992,COUNTY,MINNESOTA,MURRAY,"CORN, SILAGE - ACRES HARVESTED","3,800"
1992,COUNTY,MINNESOTA,NOBLES,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","20,782,200"
1992,COUNTY,MINNESOTA,NOBLES,"CORN, SILAGE - ACRES HARVESTED","4,800"
1992,COUNTY,MINNESOTA,PIPESTONE,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","10,379,200"
1992,COUNTY,MINNESOTA,PIPESTONE,"CORN, SILAGE - ACRES HARVESTED","5,500"
1992,COUNTY,MINNESOTA,REDWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","27,654,100"
1992,COUNTY,MINNESOTA,REDWOOD,"CORN, SILAGE - ACRES HARVESTED","6,700"
1992,COUNTY,MINNESOTA,ROCK,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","14,363,500"
1992,COUNTY,MINNESOTA,ROCK,"CORN, SILAGE - ACRES HARVESTED","5,700"
1991,COUNTY,MINNESOTA,COTTONWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","16,176,000"
1991,COUNTY,MINNESOTA,COTTONWOOD,"CORN, SILAGE - ACRES HARVESTED","3,900"
1991,COUNTY,MINNESOTA,JACKSON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","15,540,000"
1991,COUNTY,MINNESOTA,JACKSON,"CORN, SILAGE - ACRES HARVESTED","2,400"
1991,COUNTY,MINNESOTA,LINCOLN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","9,444,000"
1991,COUNTY,MINNESOTA,LINCOLN,"CORN, SILAGE - ACRES HARVESTED","5,800"
1991,COUNTY,MINNESOTA,LYON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","19,032,000"
1991,COUNTY,MINNESOTA,LYON,"CORN, SILAGE - ACRES HARVESTED","6,200"
1991,COUNTY,MINNESOTA,MURRAY,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","18,367,800"
1991,COUNTY,MINNESOTA,MURRAY,"CORN, SILAGE - ACRES HARVESTED","3,200"
1991,COUNTY,MINNESOTA,NOBLES,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","21,324,000"
1991,COUNTY,MINNESOTA,NOBLES,"CORN, SILAGE - ACRES HARVESTED","4,000"
1991,COUNTY,MINNESOTA,PIPESTONE,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","11,684,000"
1991,COUNTY,MINNESOTA,PIPESTONE,"CORN, SILAGE - ACRES HARVESTED","4,600"
1991,COUNTY,MINNESOTA,REDWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","24,925,000"
1991,COUNTY,MINNESOTA,REDWOOD,"CORN, SILAGE - ACRES HARVESTED","5,600"
1991,COUNTY,MINNESOTA,ROCK,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","13,027,400"
1991,COUNTY,MINNESOTA,ROCK,"CORN, SILAGE - ACRES HARVESTED","4,800"
1990,COUNTY,MINNESOTA,COTTONWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","19,220,000"
1990,COUNTY,MINNESOTA,COTTONWOOD,"CORN, SILAGE - ACRES HARVESTED","4,400"
1990,COUNTY,MINNESOTA,JACKSON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","23,713,900"
1990,COUNTY,MINNESOTA,JACKSON,"CORN, SILAGE - ACRES HARVESTED","2,700"
1990,COUNTY,MINNESOTA,LINCOLN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","8,448,000"
1990,COUNTY,MINNESOTA,LINCOLN,"CORN, SILAGE - ACRES HARVESTED","6,600"
1990,COUNTY,MINNESOTA,LYON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","18,240,000"
1990,COUNTY,MINNESOTA,LYON,"CORN, SILAGE - ACRES HARVESTED","7,100"
1990,COUNTY,MINNESOTA,MURRAY,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","17,658,600"
1990,COUNTY,MINNESOTA,MURRAY,"CORN, SILAGE - ACRES HARVESTED","3,600"
1990,COUNTY,MINNESOTA,NOBLES,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","23,124,000"
1990,COUNTY,MINNESOTA,NOBLES,"CORN, SILAGE - ACRES HARVESTED","4,600"
1990,COUNTY,MINNESOTA,PIPESTONE,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","11,209,000"
1990,COUNTY,MINNESOTA,PIPESTONE,"CORN, SILAGE - ACRES HARVESTED","5,300"
1990,COUNTY,MINNESOTA,REDWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","25,881,600"
1990,COUNTY,MINNESOTA,REDWOOD,"CORN, SILAGE - ACRES HARVESTED","6,400"
1990,COUNTY,MINNESOTA,ROCK,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","14,962,400"
1990,COUNTY,MINNESOTA,ROCK,"CORN, SILAGE - ACRES HARVESTED","5,500"
1989,COUNTY,MINNESOTA,COTTONWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","18,492,000"
1989,COUNTY,MINNESOTA,COTTONWOOD,"CORN, SILAGE - ACRES HARVESTED","3,800"
1989,COUNTY,MINNESOTA,JACKSON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","22,114,900"
1989,COUNTY,MINNESOTA,JACKSON,"CORN, SILAGE - ACRES HARVESTED","1,900"
1989,COUNTY,MINNESOTA,LINCOLN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","7,604,900"
1989,COUNTY,MINNESOTA,LINCOLN,"CORN, SILAGE - ACRES HARVESTED","7,400"
1989,COUNTY,MINNESOTA,LYON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","14,797,200"
1989,COUNTY,MINNESOTA,LYON,"CORN, SILAGE - ACRES HARVESTED","6,500"
1989,COUNTY,MINNESOTA,MURRAY,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","17,196,000"
1989,COUNTY,MINNESOTA,MURRAY,"CORN, SILAGE - ACRES HARVESTED","4,300"
1989,COUNTY,MINNESOTA,NOBLES,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","22,356,000"
1989,COUNTY,MINNESOTA,NOBLES,"CORN, SILAGE - ACRES HARVESTED","4,100"
1989,COUNTY,MINNESOTA,PIPESTONE,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","9,946,800"
1989,COUNTY,MINNESOTA,PIPESTONE,"CORN, SILAGE - ACRES HARVESTED","8,100"
1989,COUNTY,MINNESOTA,REDWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","24,472,000"
1989,COUNTY,MINNESOTA,REDWOOD,"CORN, SILAGE - ACRES HARVESTED","4,300"
1989,COUNTY,MINNESOTA,ROCK,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","14,422,200"
1989,COUNTY,MINNESOTA,ROCK,"CORN, SILAGE - ACRES HARVESTED","5,500"
1988,COUNTY,MINNESOTA,COTTONWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","10,080,000"
1988,COUNTY,MINNESOTA,COTTONWOOD,"CORN, SILAGE - ACRES HARVESTED","5,300"
1988,COUNTY,MINNESOTA,JACKSON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","14,137,200"
1988,COUNTY,MINNESOTA,JACKSON,"CORN, SILAGE - ACRES HARVESTED","4,200"
1988,COUNTY,MINNESOTA,LINCOLN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","3,009,000"
1988,COUNTY,MINNESOTA,LINCOLN,"CORN, SILAGE - ACRES HARVESTED","11,400"
1988,COUNTY,MINNESOTA,LYON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","5,684,000"
1988,COUNTY,MINNESOTA,LYON,"CORN, SILAGE - ACRES HARVESTED","13,300"
1988,COUNTY,MINNESOTA,MURRAY,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","10,230,300"
1988,COUNTY,MINNESOTA,MURRAY,"CORN, SILAGE - ACRES HARVESTED","10,200"
1988,COUNTY,MINNESOTA,NOBLES,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","13,284,000"
1988,COUNTY,MINNESOTA,NOBLES,"CORN, SILAGE - ACRES HARVESTED","7,900"
1988,COUNTY,MINNESOTA,PIPESTONE,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","3,980,300"
1988,COUNTY,MINNESOTA,PIPESTONE,"CORN, SILAGE - ACRES HARVESTED","15,000"
1988,COUNTY,MINNESOTA,REDWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","9,971,000"
1988,COUNTY,MINNESOTA,REDWOOD,"CORN, SILAGE - ACRES HARVESTED","10,000"
1988,COUNTY,MINNESOTA,ROCK,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","8,083,800"
1988,COUNTY,MINNESOTA,ROCK,"CORN, SILAGE - ACRES HARVESTED","6,200"
1987,COUNTY,MINNESOTA,COTTONWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","14,521,000"
1987,COUNTY,MINNESOTA,COTTONWOOD,"CORN, SILAGE - ACRES HARVESTED","5,300"
1987,COUNTY,MINNESOTA,JACKSON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","17,822,000"
1987,COUNTY,MINNESOTA,JACKSON,"CORN, SILAGE - ACRES HARVESTED","4,300"
1987,COUNTY,MINNESOTA,LINCOLN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","6,339,200"
1987,COUNTY,MINNESOTA,LINCOLN,"CORN, SILAGE - ACRES HARVESTED","5,400"
1987,COUNTY,MINNESOTA,LYON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","13,562,500"
1987,COUNTY,MINNESOTA,LYON,"CORN, SILAGE - ACRES HARVESTED","7,800"
1987,COUNTY,MINNESOTA,MURRAY,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","14,475,000"
1987,COUNTY,MINNESOTA,MURRAY,"CORN, SILAGE - ACRES HARVESTED","6,900"
1987,COUNTY,MINNESOTA,NOBLES,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","17,199,000"
1987,COUNTY,MINNESOTA,NOBLES,"CORN, SILAGE - ACRES HARVESTED","4,800"
1987,COUNTY,MINNESOTA,PIPESTONE,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","8,073,000"
1987,COUNTY,MINNESOTA,PIPESTONE,"CORN, SILAGE - ACRES HARVESTED","6,800"
1987,COUNTY,MINNESOTA,REDWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","19,201,000"
1987,COUNTY,MINNESOTA,REDWOOD,"CORN, SILAGE - ACRES HARVESTED","5,500"
1987,COUNTY,MINNESOTA,ROCK,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","10,913,400"
1987,COUNTY,MINNESOTA,ROCK,"CORN, SILAGE - ACRES HARVESTED","5,300"
